SexCode,MaritalCode,PrevEdCode,DDVeteran,DaysEnrollToStart,AgeAtStart,AgeAtGrad,GPA,MinutesAttended,HoursAttempt,HoursEarned,HoursReq,MinutesAbsent,TransferCredits,TransferGPA,MinEFC,MaxENTEntranceScore,gradFlag
M,NULL,ASSOC,0,55,22,25,2.74,42755,1410,1320,2565,1750,41.5,3.02,0,NA,0
F,NULL,SOMECOLL,0,75,22,25,3.5,93090,2730,2520,2565,720,47.38,3.06,0,NA,1
F,S,SOMECOLL,0,73,19,22,3.81,118809,2580,2580,2565,500,26,3.15,3045,NA,1
F,S,SOMECOLL,0,67,24,27,2.74,13422,450,315,2565,2418,10,2.87,0,77.5,0
F,M,SOMECOLL,0,81,24,27,3.47,114907,2604,2514,2565,1373,42,2.57,0,81.5,1
F,NULL,SOMECOLL,0,17,23,26,3.14,64465,1245,1155,2565,105,10.68,2.3,NA,NA,0
F,S,SOMECOLL,0,89,24,26,3.66,109274,2520,2520,2565,700,33,3.12,2271,79,1
F,NULL,BACH,1,93,26,30,3.32,150256,2541,2541,2565,659,NA,2.55,NA,78,1
M,M,SOMECOLL,0,114,28,31,3.92,121005,2550,2550,2565,1200,23,2.48,2300,86.5,1
F,S,ASSOC,0,38,22,25,3.68,107015,2520,2520,2565,790,38,3.16,0,84,1
M,S,SOMECOLL,0,79,20,23,3.59,140085,2541,2541,2565,255,10,3.21,0,NA,1
F,M,SOMECOLL,0,103,26,29,3,147818,2750,2540,2565,1884,6,2.42,0,NA,1
F,NULL,SOMECOLL,0,32,20,23,1.75,22080,585,360,2565,900,16,2.81,0,NA,0
F,S,SOMECOLL,0,66,22,25,2.82,51755,1545,1200,2565,265,37,2.92,0,87,0
M,S,SOMECOLL,0,65,22,25,2.96,105760,2595,2550,2565,1820,38.04,2.68,769,NA,1
F,S,SOMECOLL,0,45,24,27,3.21,137990,2532,2532,2565,680,15,2.14,577,NA,1
M,S,ASSOC,0,73,22,25,3.06,123120,2640,2550,2565,2850,26,3.11,0,73,1
F,NULL,BACH,0,90,24,27,3.77,112020,2640,2550,2565,1020,44,2.99,0,87.5,1
M,NULL,SOMECOLL,0,62,20,24,0,3420,90,0,2565,1980,NA,NA,0,NA,0
M,P,SOMECOLL,0,82,23,26,1.5,5385,180,135,2565,615,6,2.45,0,NA,0
F,NULL,ASSOC,0,55,46,48,2.91,24710,1155,1020,2565,2020,43,2.94,0,NA,0
F,NULL,SOMECOLL,0,116,22,24,3.78,103245,2520,2520,2565,2670,45,2.98,0,87,1
F,S,SOMECOLL,0,77,22,25,3,113825,2612,2522,2565,775,37,2.64,0,NA,1
F,M,SOMECOLL,0,31,30,34,2.32,30000,810,540,2565,4620,10,2.59,0,82.5,0
F,S,SOMECOLL,0,79,23,26,2.87,44890,1410,1335,2565,230,39.34,2.84,0,NA,0
F,NULL,SOMECOLL,0,12,23,25,3.45,104210,2520,2520,2565,2140,42,3.29,1265,NA,1
F,M,SOMECOLL,0,5,34,37,3.1,118430,2475,2340,2250,6650,23,2.42,25504,81,1
F,M,SOMECOLL,1,136,25,27,3.28,50890,2280,2280,2250,410,NA,2.55,3016,80,1
F,NULL,SOMECOLL,0,67,26,29,2.85,129207,2550,2550,2565,3201,17,2.13,38182,NA,1
F,S,ASSOC,0,89,27,30,3.47,103975,2520,2520,2565,1115,40,2.94,0,82,1
M,S,HS,0,58,18,21,3.31,149531,2586,2541,2565,779,NA,NA,13190,NA,1
M,NULL,SOMECOLL,0,44,23,26,2.58,9655,225,180,2565,1685,NA,NA,0,84.5,0
M,S,ASSOC,0,47,20,22,2.36,48080,1245,1155,2565,250,30,2.75,209687,NA,0
F,NULL,SOMECOLL,0,117,27,30,3.01,29585,756,756,2565,1675,18,3.12,3468,NA,0
F,NULL,SOMECOLL,0,114,35,37,2.76,26605,1200,1065,2565,95,47,2.65,0,NA,0
F,M,SOMECOLL,0,65,33,36,3.66,122020,2550,2550,2565,2900,22,3.1,39585,94.5,1
M,NULL,SOMECOLL,0,86,22,25,0.74,12660,540,270,2565,1980,19,2.15,374,79,0
F,S,SOMECOLL,0,110,20,23,3.61,136099,2595,2550,2565,540,18.69,2.68,0,NA,1
F,M,BACH,0,87,44,47,3.12,138930,2459,2324,2250,480,18,3.15,14352,80,1
F,S,SOMECOLL,0,110,29,32,3.64,142666,2532,2532,2565,314,11,2.22,0,78.5,1
F,S,SOMECOLL,0,19,19,22,3.7,113324,2520,2520,2565,811,27,3.51,0,NA,1
F,NULL,SOMECOLL,0,23,23,26,3.83,118404,2520,2520,2565,870,30,3.81,0,86.5,1
F,S,SOMECOLL,0,62,23,25,3.54,100389,2520,2520,2565,2160,41,3.33,0,74.5,1
F,NULL,SOMECOLL,0,74,38,41,2.52,21140,486,486,2250,220,16,2.96,NA,66.5,0
M,NULL,BACH,0,107,24,26,3.6,105420,2520,2520,2565,915,37,3.68,0,NA,1
F,S,SOMECOLL,0,58,20,23,3.54,138635,2550,2550,2565,1075,9,3.2,16835,NA,1
F,S,SOMECOLL,0,38,24,27,3.36,132131,2685,2550,2565,3389,15,3.27,0,NA,1
M,NULL,ASSOC,0,55,42,45,3.38,128995,2703,2523,2565,260,26,3.41,16177,82,1
F,M,SOMECOLL,0,54,24,26,3.14,57342,1815,1590,2565,1158,36,2.93,0,NA,0
M,S,ASSOC,0,87,22,25,2.94,132264,2595,2550,2565,1232,23,3.26,0,NA,1
M,M,SOMECOLL,0,103,30,33,3.36,114423,2595,2550,2565,2045,33,3.11,0,NA,1
F,S,SOMECOLL,0,115,22,24,3.72,105545,2520,2520,2565,325,45,3.47,82,NA,1
F,NULL,SOMECOLL,0,100,35,38,3.48,25305,495,495,2565,15,3,3.06,0,85.5,0
F,S,SOMECOLL,0,109,26,28,3.39,96610,2325,2325,2250,3530,49,3.55,0,NA,1
F,S,BACH,0,89,25,28,3.23,46480,1011,846,2565,1800,8,3.12,2012,NA,0
F,S,SOMECOLL,0,74,24,26,3.33,107435,2514,2514,2565,445,42,2.87,2219,72,1
F,S,SOMECOLL,0,66,31,35,3.52,130115,2640,2550,2565,1165,26,2.8,748,NA,1
M,S,SOMECOLL,0,62,25,27,3.54,114860,2550,2550,2565,1420,30.02,2.96,0,NA,1
F,S,SOMECOLL,0,80,19,22,3.5,136130,2730,2640,2565,1250,20,3.36,7338,NA,1
F,S,SOMECOLL,0,94,22,25,3.38,102134,2520,2520,2565,970,41,2.79,0,81.5,1
F,S,BACH,0,89,23,26,3.76,134200,2550,2550,2565,440,30.69,2.84,0,NA,1
F,S,SOMECOLL,0,90,22,24,2.51,43920,1410,1320,2565,885,41,3.01,0,NA,0
F,NULL,HS,0,82,18,22,2.5,50795,837,585,2565,325,NA,NA,0,80,0
F,S,UN,0,87,26,29,2.7,43260,1509,1254,2565,4140,35,3.38,0,83.5,0
F,NULL,ASSOC,0,33,21,24,3.41,102535,2520,2520,2565,1160,45,3.76,0,NA,1
F,NULL,SOMECOLL,0,11,19,22,3.32,134890,2730,2550,2565,1220,19,2.29,38624,82,1
M,S,SOMECOLL,0,59,20,23,2.48,58605,1290,1155,2565,825,26,3.17,16450,84.5,0
F,S,BACH,0,111,26,29,3.57,123086,2685,2550,2565,964,28.04,2.73,2504,NA,1
F,NULL,SOMECOLL,0,53,26,28,2.94,21270,1020,885,2565,60,43,2.66,0,85,0
F,S,ASSOC,0,10,21,24,3.29,121820,2520,2520,2565,235,23,3.52,0,NA,1
F,NULL,SOMECOLL,0,96,26,30,2.83,34733,1209,1074,2565,1597,39,2.4,0,74.5,0
F,NULL,SOMECOLL,0,23,21,23,3.05,53701,1755,1500,2565,894,45,3.16,1202,80.5,0
M,M,SOMECOLL,0,20,36,39,3.4,147260,2595,2550,2565,610,NA,2.7,3297,NA,1
M,NULL,BACH,0,38,23,26,3.32,127268,2685,2595,2565,3982,33.01,3.06,0,85,1
F,NULL,BACH,0,38,27,29,3.5,106784,2514,2514,2565,136,45,3.37,0,NA,1
M,NULL,ASSOC,0,102,31,33,3.01,115696,2715,2595,2565,2342,44,3.04,0,NA,1
F,D,ASSOC,0,82,29,32,3.55,122705,2550,2550,2565,1465,20,3.85,0,NA,1
F,S,ASSOC,0,96,25,29,3.1,32393,1209,1074,2565,1237,43,2.81,0,NA,0
F,S,BACH,0,19,18,22,2.99,160232,2766,2541,2565,1123,NA,2.27,100,NA,1
F,NULL,SOMECOLL,0,80,18,22,2.94,153703,2752,2302,2565,5549,NA,NA,0,NA,0
M,M,BACH,0,12,25,28,3.41,140725,2550,2550,2565,1275,NA,2.25,0,81.5,1
F,NULL,ASSOC,0,66,26,28,3.38,99604,2520,2520,2565,1961,45,2.51,0,NA,1
F,M,BACH,0,12,20,25,3.52,145788,2550,2550,2565,2840,NA,NA,0,86.5,1
M,S,BACH,0,111,20,23,3.11,134375,2577,2532,2565,4285,3,NA,11140,NA,1
F,S,ASSOC,0,114,24,26,3.3,107359,2603,2558,2565,2732,49,3.11,1008,83,1
F,S,HS,0,74,18,22,2.52,82678,1515,1254,2565,8942,NA,NA,0,69.5,0
F,NULL,BACH,0,110,37,40,3.21,126472,2595,2550,2565,1898,26.02,2.26,946,84,1
M,S,SOMECOLL,0,83,24,26,3.34,123145,2523,2523,2565,545,24,2.36,0,NA,1
M,NULL,SOMECOLL,0,118,23,27,4,149123,2532,2532,2565,7,NA,NA,0,NA,1
F,S,SOMECOLL,0,75,19,22,3.35,127686,2737.5,2595,2565,3404,21,2.38,25898,87,1
M,S,SOMECOLL,0,114,24,27,2.95,107084,2224.5,2022,2565,4696,NA,NA,0,NA,0
M,NULL,ASSOC,0,27,21,23,3.59,111840,2649,2514,2565,390,42,3.6,0,NA,1
F,NULL,HS,0,59,17,21,3.11,158553,2892,2577,2565,1355,NA,NA,0,79,1
M,NULL,SOMECOLL,0,103,27,29,0,1560,765,675,2250,300,52,2.77,0,NA,0
F,S,SOMECOLL,0,118,28,31,3.04,122776,2913,2568,2565,2204,33,2.91,0,85,1
M,M,SOMECOLL,0,48,38,41,0,6240,495,225,2565,2160,16.02,2.61,0,88,0
F,NULL,ASSOC,0,33,31,34,3.43,109960,2520,2520,2565,755,35,3.64,0,81.5,1
M,NULL,ASSOC,0,20,25,28,3.18,90675,2250,2250,2250,1320,52,3.28,0,79,1
F,S,BACH,0,81,28,30,3.62,103722,2520,2520,2565,873,37.69,2.89,1567,88,1
F,S,SOMECOLL,0,59,22,24,3.68,119989,2514,2514,2565,1935,31.02,2.36,0,NA,1
F,S,SOMECOLL,0,76,23,26,3.35,139914,2532,2532,2565,3353,NA,3.94,0,NA,1
F,S,SOMECOLL,0,122,31,35,3.09,127842,2433,2298,2250,5007,10,3.5,0,NA,1
M,M,BACH,0,76,29,32,3.47,69620,1401,1401,2565,2260,12,3.01,0,91,0
F,S,BACH,0,23,24,27,3.11,132772,2532,2532,2565,471,17,2.47,3254,79,1
F,S,SOMECOLL,0,67,22,24,3.76,102220,2514,2514,2565,2370,46,3.2,0,NA,1
M,NULL,SOMECOLL,1,68,22,24,3.38,111838,2514,2514,2565,570,37,2.44,0,81.5,1
F,M,BACH,0,68,32,35,3.63,135600,2550,2550,2565,540,17,3.17,3918,92.5,1
F,S,SOMECOLL,0,102,24,26,3.72,107786,2325,2325,2250,1414,34,3.15,0,NA,1
F,NULL,SOMECOLL,0,60,19,22,3.84,134046,2541,2541,2565,724,14,2.96,414216,85.5,1
F,S,SOMECOLL,0,25,20,23,3.11,136641,2640,2550,2565,3159,16,2.21,0,NA,1
F,S,ASSOC,0,6,22,25,3.24,134750,2820,2595,2565,1300,23,2.51,0,NA,1
M,NULL,SOMECOLL,0,66,22,25,2.64,29600,1155,975,2565,1030,37,2.62,681,NA,0
M,NULL,SOMECOLL,0,73,23,26,2.61,47168,837,702,2565,1972,NA,NA,1867,86.5,0
F,S,SOMECOLL,0,44,18,21,3.77,147064,2541,2541,2565,2306,NA,NA,0,NA,1
F,NULL,SOMECOLL,0,72,20,23,2.35,32400,756,585,2565,2400,12,3.1,0,NA,0
F,S,BACH,0,121,21,24,3.47,111465,2550,2550,2565,855,33,2.93,0,NA,1
F,M,SOMECOLL,0,34,28,30,3.49,103790,2550,2550,2565,2020,43,2.71,0,75.5,1
F,M,BACH,0,66,30,32,3.43,121660,2325,2325,2250,1580,20,2.75,NA,79.5,1
F,S,ASSOC,0,59,41,44,3.27,118889,2873,2603,2565,1770,49,2.9,0,75.5,1
F,NULL,ASSOC,0,110,28,31,3.86,133052,2541,2541,2565,598,17,3.15,0,NA,1
M,M,SOMECOLL,0,116,24,27,3.84,137650,2532,2532,2565,620,NA,2.26,0,86.5,1
F,M,BACH,0,110,35,37,3.82,103335,2520,2520,2565,300,39,3.31,2538,86,1
F,S,SOMECOLL,0,76,19,22,3.92,125250,2550,2550,2565,1020,18.36,3.34,17176,NA,1
F,S,SOMECOLL,0,19,18,22,2.22,29860,531,351,2565,860,NA,NA,0,76.5,0
M,S,BACH,0,88,25,28,3.6,120681,2603,2558,2565,1635,26,2.88,0,NA,1
M,NULL,ASSOC,0,38,22,25,2.67,58820,1455,1365,2565,1075,26.67,2.87,0,NA,0
F,M,SOMECOLL,0,116,24,27,3.92,123218,2550,2550,2565,242,23,3.81,4068,85.5,1
F,S,ASSOC,0,82,50,53,3.63,118347,2316,2316,2250,93,28,2.59,5784,NA,1
F,S,SOMECOLL,0,4,29,33,2.34,45432,1107,531,2250,4278,10,2.63,0,82.5,0
F,NULL,SOMECOLL,0,66,31,34,3.33,121588,2550,2550,2565,3240,21,3.14,4903,NA,1
M,NULL,BACH,0,89,19,23,3.11,141258,2712,2532,2565,2712,7,NA,0,NA,1
F,NULL,SOMECOLL,0,44,22,25,3.39,106780,2565,2520,2565,1850,32.72,3.13,0,NA,1
F,S,BACH,0,30,27,30,3.41,126325,2550,2550,2565,1100,21.67,2.6,8196,NA,1
F,P,SOMECOLL,0,81,30,32,3.52,134964,2595,2595,2565,2071,17,3.05,0,89,1
F,S,SOMECOLL,0,55,25,27,3.34,104675,2520,2520,2565,1540,41,2.35,0,89.5,1
F,NULL,SOMECOLL,0,60,22,24,3.51,120785,2550,2550,2565,655,32,2.89,1450,NA,1
F,S,BACH,0,17,24,27,3.7,123278,2610,2565,2565,2407,21.01,NA,0,95.5,1
M,S,BACH,0,102,26,29,3.93,130666,2550,2550,2565,389,19.02,2.9,8158,NA,1
F,NULL,SOMECOLL,0,66,27,30,3.51,113640,2775,2550,2565,1875,33,2.61,19209,NA,1
F,NULL,SOMECOLL,0,55,19,22,3.52,139810,2550,2550,2565,330,6,2.91,3384,81.5,1
F,NULL,SOMECOLL,0,33,24,27,3.58,105775,2520,2520,2565,380,42,3.79,0,NA,1
M,NULL,SOMECOLL,0,58,20,23,3.57,135824,2595,2550,2565,1191,19,3.41,0,NA,1
F,NULL,ASSOC,0,44,33,35,3.65,95340,2295,2295,2250,60,46.68,3.36,0,NA,1
F,NULL,BACH,0,34,31,33,3.37,107879,2603,2558,2565,315,40.67,2.57,24164,NA,1
F,S,BACH,0,38,23,25,3.93,113811,2520,2520,2565,489,30,3.18,0,NA,1
F,M,SOMECOLL,0,87,23,26,2.83,8410,603,603,2565,170,35,3.3,0,82.5,0
F,S,ASSOC,0,54,29,32,3.26,129865,2640,2550,2565,1190,24,2.51,0,NA,1
F,NULL,ASSOC,0,51,29,32,3.45,109360,2295,2295,2250,1490,33,3.08,0,NA,1
F,S,SOMECOLL,0,81,21,23,3.46,111190,2550,2550,2565,740,37,2.67,0,NA,1
M,NULL,SOMECOLL,0,45,34,36,2.42,26760,945,810,2565,2940,22,2.63,0,NA,0
F,M,BACH,0,16,31,33,3.77,121970,2352,2307,2250,1960,18,3,0,NA,1
F,S,SOMECOLL,0,73,22,26,2.42,33870,684,351,2565,2430,NA,2.55,0,NA,0
M,NULL,ASSOC,0,41,24,29,3.19,112761,2159,2084,2565,919,20,3.36,0,NA,0
F,S,SOMECOLL,0,100,19,22,2.97,129839,2541,2541,2565,2909,13.35,3.16,0,NA,1
F,S,BACH,0,74,22,25,3.99,107718,2520,2520,2565,372,36.04,3.43,1308,NA,1
F,NULL,SOMECOLL,0,80,38,41,3.39,131613,2451,2361,2250,767,10,2.83,0,66.5,1
M,NULL,SOMECOLL,0,101,26,29,3.91,151422,2523,2523,2565,288,NA,NA,0,NA,1
F,NULL,SOMECOLL,0,69,29,32,2.39,38610,1026,801,2565,3930,21,3.23,0,NA,0
M,NULL,SOMECOLL,0,86,29,32,3.42,113290,2625,2595,2565,500,46,2.81,0,78.5,1
F,NULL,SOMECOLL,0,55,22,25,3.27,40795,1380,1245,2565,665,40,3.3,0,NA,0
F,S,ASSOC,0,53,22,25,3.43,109550,2520,2520,2565,760,34,2.75,0,81,1
M,NULL,HS,0,33,18,21,3.64,138925,2532,2532,2565,1205,NA,NA,429,NA,1
F,NULL,SOMECOLL,0,80,29,33,2.92,25150,432,432,2250,890,9,3,0,80.5,0
F,S,SOMECOLL,0,27,30,33,3.29,133015,2370,2325,2250,965,10,3.61,0,86.5,1
F,S,BACH,0,45,23,25,3.56,111290,2520,2520,2565,820,36.71,2.68,0,NA,1
M,S,SOMECOLL,0,18,24,28,3.02,101840,2070,1807.5,2565,250,20,2.89,0,NA,0
F,NULL,ASSOC,0,60,25,27,2.7,31725,1290,1200,2565,90,47,3.22,2878,NA,0
M,S,SOMECOLL,0,89,26,28,3.42,122120,2550,2550,2565,550,25.36,3.23,3329,NA,1
F,NULL,SOMECOLL,0,69,23,26,3.01,138810,2631,2541,2565,3980,16,2.84,0,72.5,1
F,NULL,SOMECOLL,0,86,28,31,3.78,138184,2541,2541,2565,1326,5,NA,23587,85.5,1
F,S,SOMECOLL,0,23,23,25,3.23,120395,2610,2565,2565,115,33,2.75,0,NA,1
F,S,SOMECOLL,0,130,25,28,3.22,123148,2910,2595,2565,3408,39,2.61,0,74.5,1
M,NULL,BACH,0,94,24,26,3.72,111225,2520,2520,2565,870,34.04,3.08,0,91.5,1
F,D,SOMECOLL,0,33,28,31,3.41,133215,2532,2532,2565,2475,15,3.04,0,81,1
F,M,ASSOC,0,88,44,47,3.51,136240,2541,2541,2565,200,19,3.35,784,NA,1
F,NULL,SOMECOLL,0,53,18,21,2.43,17520,315,225,2565,0,NA,NA,0,NA,0
F,NULL,SOMECOLL,0,61,20,23,3.13,123542,2610,2565,2565,2278,25,3.46,0,82,1
M,S,ASSOC,0,79,30,34,3.31,122861,2895,2595,2565,4534,NA,3.08,352,89,1
F,S,SOMECOLL,0,90,19,23,3.2,147458,3000,2550,2565,1882,12,2.21,0,NA,1
F,S,SOMECOLL,0,82,21,24,2.86,95840,2462,2282,2565,7181,35,2.68,0,87,0
M,S,SOMECOLL,0,32,20,23,2.72,50680,1110,975,2565,5150,15.35,2.41,0,NA,0
F,S,ASSOC,0,66,25,28,3.54,129575,2541,2541,2565,745,18,2.71,0,NA,1
M,S,SOMECOLL,0,94,23,26,3.44,147073,2760,2595,2565,2187,15,2.88,3120,89,1
F,S,BACH,0,95,20,23,3.28,129001,2532,2532,2565,5349,15,2.45,0,84,1
M,NULL,SOMECOLL,0,37,31,33,3.44,123240,2550,2550,2565,1411,24,3.26,673,NA,1
F,NULL,SOMECOLL,0,27,34,36,0,885,720,630,2250,165,49,2.56,0,75.34,0
F,D,SOMECOLL,0,102,21,24,3.03,71595,1942.5,1822.5,2565,690,37,2.9,0,NA,0
F,S,SOMECOLL,0,37,24,27,3.24,133295,2640,2595,2565,3160,23,2.69,1544,77.5,1
F,NULL,SOMECOLL,0,103,24,27,2.79,35040,981,891,2565,0,24,2.39,10369,NA,0
M,S,SOMECOLL,0,39,30,33,3.58,129354,2307,2307,2250,816,9,3.37,16166,NA,1
F,S,ASSOC,0,68,23,25,2.81,86675,2364,2049,2565,6895,40.34,2.82,1394,81.5,0
F,NULL,ASSOC,0,62,23,25,3.21,37690,1209,984,2565,3440,39,2.72,1033,88,0
F,S,BACH,0,60,22,25,3.44,131415,2523,2523,2565,375,15,2.68,0,NA,1
M,S,SOMECOLL,0,60,25,28,2.41,79205,1479,1308,2565,1135,11,3.17,0,78,0
M,NULL,SOMECOLL,0,40,23,25,3.74,98070,2289,2289,2250,1530,45,3.65,15455,NA,1
M,S,ASSOC,0,38,23,25,3.94,106170,2514,2514,2565,120,52,3.06,0,NA,1
F,S,BACH,0,34,28,30,3.68,110276,2514,2514,2565,394,35.03,2.6,0,81,1
F,M,ASSOC,0,76,34,37,3.93,119346,2343,2298,2250,204,28,3.04,0,NA,1
F,M,SOMECOLL,0,82,23,26,3.22,110842,2514,2514,2565,938,47,2.84,0,NA,1
M,S,BACH,0,73,30,32,3.7,129543,2514,2514,2565,1265,18.02,2.55,0,NA,1
F,S,ASSOC,0,77,27,29,3.45,89680,2289,2289,2250,950,53,3.28,0,NA,1
F,M,SOMECOLL,0,82,23,26,3.48,138991,2514,2514,2565,1677,7,2.54,0,NA,1
F,M,BACH,0,102,34,36,3.61,45585,1209,1209,2565,495,29.5,3.24,0,NA,0
F,S,BACH,0,27,27,30,3.74,133685,2541,2541,2565,205,16,2.47,3398,NA,1
F,M,BACH,0,24,26,28,3.82,105573,2514,2514,2565,537,46,2.79,998,78,1
F,S,SOMECOLL,0,91,24,28,2.63,104151,1995.5,1691,2565,2239,22,2.43,1016,78.5,0
M,M,SOMECOLL,0,11,36,39,2.14,40195,774,441,2565,2075,NA,4,5186,NA,0
M,S,ASSOC,0,96,27,29,3.49,126545,2523,2478,2565,424,29,3.06,0,NA,0
F,M,BACH,0,33,29,32,3.82,99082,2550,2550,2565,1899,3,3.07,0,NA,1
F,S,BACH,0,26,26,29,3.88,112666,2550,2550,2565,74,36.36,3.55,0,NA,1
M,NULL,SOMECOLL,0,90,23,27,2.5,59772,1326,939,2250,8088,24,2.08,0,90,0
M,S,ASSOC,0,80,27,29,2.17,24150,984,849,2565,720,40,2.77,0,NA,0
F,S,SOMECOLL,0,94,25,28,3.46,130265,2523,2523,2565,2454,16,3.08,5534,NA,1
F,NULL,SOMECOLL,0,102,21,23,3.65,108035,2514,2514,2565,145,44,3.41,397,NA,1
F,S,SOMECOLL,0,74,21,24,3.08,31860,684,603,2250,4200,9,3.27,0,89.5,0
F,S,BACH,0,45,29,31,3.65,113403,2514,2514,2565,77,35,3.07,0,NA,1
M,NULL,SOMECOLL,0,61,27,29,3.74,129352,2523,2523,2565,167,22.7,2.05,0,94,1
F,S,SOMECOLL,0,13,20,23,3.09,79904,1965,1620,0,3646,24,2.98,4537,84,0
F,NULL,SOMECOLL,0,61,21,24,2.26,27005,648,432,2250,4135,9,2.48,10577,NA,0
M,S,SOMECOLL,0,67,19,22,1.95,22720,432,180,2565,3500,NA,NA,0,NA,0
F,S,SOMECOLL,0,110,20,22,3.49,125156,2514,2514,2565,1954,22,3.14,20924,NA,1
F,S,ASSOC,0,87,19,21,3.51,107086,2514,2514,2565,294,43,3.03,3194,79,1
F,S,ASSOC,0,61,21,24,2.92,61835,1815,1635,2565,4580,38,NA,0,NA,0
F,S,SOMECOLL,0,59,27,30,3.71,133051,2532,2532,2565,1289,22,3.22,0,NA,1
F,S,SOMECOLL,0,101,18,21,4,119573,2514,2514,2565,15,27,4,0,NA,1
F,S,SOMECOLL,0,66,23,28,2.81,52638,1071,693,2250,2502,9,3.5,0,NA,0
M,M,ASSOC,0,60,33,35,2.81,29080,702,702,2565,1400,15,2.54,0,92,0
F,M,SOMECOLL,0,20,24,26,3.96,116261,2550,2550,2565,499,38,2.99,0,NA,1
M,NULL,ASSOC,0,87,23,25,3.78,95796,2289,2289,2250,474,49,3.04,3226,NA,1
F,S,SOMECOLL,0,101,28,32,3.01,22555,531,396,2565,305,6,2.45,4631,73.5,0
F,M,ASSOC,0,91,24,27,3.88,122962,2514,2514,2565,827,24,2.99,0,95.5,1
M,NULL,SOMECOLL,0,75,24,27,2.81,16020,468,423,2565,1020,18,2.32,4956,80,0
F,NULL,SOMECOLL,0,70,19,23,3.11,111930,2013,1863,2565,2778,8.01,2.05,0,NA,0
F,S,SOMECOLL,0,69,30,33,3.57,101970,2356.5,2289,2250,1630,39.67,3.45,2333,NA,1
M,NULL,ASSOC,0,52,22,25,3.38,125344,2657,2567,2565,545,37,2.88,0,NA,1
F,S,HS,0,62,18,21,3.54,147169,2523,2523,2565,980,NA,NA,1142,NA,1
M,NULL,SOMECOLL,0,59,24,26,3.06,104046,2514,2514,2565,1944,42,2.72,0,83,1
F,NULL,BACH,0,63,23,26,3.68,117362,2514,2514,2565,28,36.5,2.88,31134,NA,1
F,S,ASSOC,0,88,23,25,3.69,114504,2514,2514,2565,1871,34,3.35,0,NA,1
M,S,BACH,0,63,20,23,3.44,131800,2514,2514,2565,118,19,3.03,0,NA,1
M,S,SOMECOLL,0,62,21,25,2.44,72800,1478,1172,2565,1270,18,2.18,0,NA,0
F,NULL,ASSOC,0,46,23,25,3.89,108103,2514,2514,2565,975,43,3.52,0,88,1
F,M,MAST,0,129,18,21,3.06,145763,2610,2565,2565,2977,NA,NA,0,NA,1
F,S,SOMECOLL,0,73,26,29,3.75,111135,2568,2523,2565,345,34,2.77,0,NA,1
M,NULL,SOMECOLL,0,59,22,24,3.7,107707,2514,2514,2565,1013,48,2.9,6,NA,1
F,D,SOMECOLL,0,58,35,39,2.5,115020,522,351,2565,3780,NA,4,0,NA,0
M,S,BACH,0,82,23,26,3.7,131876,2523,2523,2565,763,13.35,3.55,0,NA,1
F,S,SOMECOLL,0,89,21,23,3.51,104510,2514,2514,2565,520,41.36,3.15,45442,NA,1
F,S,SOMECOLL,0,101,19,22,3.99,126007,2514,2514,2565,653,22,3,5689,NA,1
M,S,BACH,0,81,23,25,3.26,116960,2649,2514,2565,490,42,2.96,0,90.5,1
M,NULL,BACH,0,24,28,30,3.86,109710,2514,2514,2565,690,39.36,2.79,1232,NA,1
F,S,BACH,0,46,24,26,3.64,109273,2514,2514,2565,1187,34.04,2.71,208,NA,1
M,NULL,SOMECOLL,0,54,28,32,0,13695,486,180,2565,2685,16,2.22,0,89.5,0
F,M,ASSOC,0,81,24,26,3.65,112824,2523,2523,2565,1086,38,3.12,1468,NA,1
F,S,SOMECOLL,0,49,19,22,3.19,141279,2604,2559,2565,1408,9,2.61,0,NA,1
F,NULL,BACH,0,81,31,33,3.22,96581,2334,2289,2250,2255,42,2.47,0,93,1
F,NULL,SOMECOLL,0,67,31,34,2.54,11762,351,351,2565,1018,11,2.29,0,80.5,0
F,M,BACH,0,67,34,37,3.79,121992,2307,2307,2250,788,18,3.16,198,NA,1
F,S,ASSOC,0,40,23,26,3.78,111010,2523,2523,2565,210,41,3.23,0,NA,1
F,S,SOMECOLL,0,60,33,36,3.03,138212,2451,2289,2250,3177,9,2.77,0,NA,1
F,NULL,SOMECOLL,0,90,20,24,2.65,64786,1419,1119,2565,886,16,3.71,21924,NA,0
F,NULL,SOMECOLL,0,75,20,23,3.41,126191,2514,2514,2565,949,20,2.5,NA,NA,1
F,S,SOMECOLL,0,101,28,30,3.39,105514,2319,2289,2250,1012,36,2.81,0,80.5,1
F,S,BACH,0,104,24,27,3.71,111850,2523,2523,2565,950,33,2.5,0,NA,1
F,S,SOMECOLL,0,82,24,26,3.46,106192,2514,2514,2565,768,38.05,2.84,642,NA,1
F,S,ASSOC,0,68,24,27,3.62,115206,2514,2514,2565,625,38,3.1,1069,NA,1
M,NULL,SOMECOLL,0,103,23,25,3.14,108576,2514,2514,2565,978,37,2.71,183,82.5,1
F,S,ASSOC,0,52,23,25,3.78,117213,2514,2514,2565,1597,32,3.16,789,86,1
F,S,SOMECOLL,0,74,24,27,3.43,111358,2514,2514,2565,912,38,3.04,5787,84,1
F,NULL,SOMECOLL,0,69,34,37,3.07,26415,576,486,2565,165,6,2.48,0,76,0
